offset,PCs In Normal Form,NEXTPc,Scale Degrees,file,Composer,Piece,Time Signature,Key,Mode,NEXTChord,PC1,SetClass,SetClassBigram,SDBigram
19,"[2, 5, 9]","[11, 2, 5]","[2, 5, 9]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",2,"[0, 3, 7]","[0, 3, 7]_9_[0, 3, 6]","[2, 5, 9]_[11, 2, 5]"
20,"[11, 2, 5]","[4, 7, 11]","[11, 2, 5]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[4, 7, 11]",11,"[0, 3, 6]","[0, 3, 6]_5_[0, 3, 7]","[11, 2, 5]_[4, 7, 11]"
21,"[4, 7, 11]","[11, 2, 5]","[4, 7, 11]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",4,"[0, 3, 7]","[0, 3, 7]_7_[0, 3, 6]","[4, 7, 11]_[11, 2, 5]"
22,"[11, 2, 5]","[4, 7, 11]","[11, 2, 5]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[4, 7, 11]",11,"[0, 3, 6]","[0, 3, 6]_5_[0, 3, 7]","[11, 2, 5]_[4, 7, 11]"
23,"[4, 7, 11]","[0, 4, 7]","[4, 7, 11]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",4,"[0, 3, 7]","[0, 3, 7]_8_[0, 4, 7]","[4, 7, 11]_[0, 4, 7]"
24,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
25,"[5, 9, 0]","[0, 4, 7]","[5, 9, 0]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",5,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[5, 9, 0]_[0, 4, 7]"
26,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
27,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
28,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
29,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
30,"[0, 4, 7]",x,"[0, 4, 7]",schum.thranen.,schum,ranen.,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_0_[0, 4, 7]","[0, 4, 7]_[0, 4, 7]"
0,"[0, 4, 7]","[9, 0, 4]","[0, 4, 7]",schum.tragodie,schum,agodie,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",0,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[0, 4, 7]_[9, 0, 4]"
1,"[9, 0, 4]","[2, 5, 9]","[9, 0, 4]",schum.tragodie,schum,agodie,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",9,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[9, 0, 4]_[2, 5, 9]"
2,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",schum.tragodie,schum,agodie,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
3,"[7, 11, 2]","[2, 5, 9]","[7, 11, 2]",schum.tragodie,schum,agodie,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",7,"[0, 4, 7]","[0, 4, 7]_7_[0, 3, 7]","[7, 11, 2]_[2, 5, 9]"
4,"[2, 5, 9]","[2, 5, 9]","[2, 5, 9]",schum.tragodie,schum,agodie,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",2,"[0, 3, 7]","[0, 3, 7]_0_[0, 3, 7]","[2, 5, 9]_[2, 5, 9]"
5,"[2, 5, 9]","[0, 1, 2]","[2, 5, 9]",schum.tragodie,schum,agodie,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",2,"[0, 3, 7]","[0, 3, 7]_10_[0, 1, 2]","[2, 5, 9]_[0, 1, 2]"
6,"[0, 1, 2]","[2, 5, 9]","[0, 1, 2]",schum.tragodie,schum,agodie,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 1, 2]","[0, 1, 2]_2_[0, 3, 7]","[0, 1, 2]_[2, 5, 9]"
7,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",schum.tragodie,schum,agodie,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
8,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schum.tragodie,schum,agodie,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
9,"[0, 4, 7]",x,"[0, 4, 7]",schum.tragodie,schum,agodie,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_0_[0, 4, 7]","[0, 4, 7]_[0, 4, 7]"
0,"[0, 4, 7]","[9, 0, 4]","[0, 4, 7]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",0,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[0, 4, 7]_[9, 0, 4]"
1,"[9, 0, 4]","[2, 5, 9]","[9, 0, 4]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",9,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[9, 0, 4]_[2, 5, 9]"
2,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
3,"[7, 11, 2]","[2, 5, 9]","[7, 11, 2]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",7,"[0, 4, 7]","[0, 4, 7]_7_[0, 3, 7]","[7, 11, 2]_[2, 5, 9]"
4,"[2, 5, 9]","[9, 0, 4]","[2, 5, 9]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",2,"[0, 3, 7]","[0, 3, 7]_7_[0, 3, 7]","[2, 5, 9]_[9, 0, 4]"
5,"[9, 0, 4]","[0, 4, 7]","[9, 0, 4]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",9,"[0, 3, 7]","[0, 3, 7]_3_[0, 4, 7]","[9, 0, 4]_[0, 4, 7]"
6,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
7,"[5, 9, 0]","[0, 4, 7]","[5, 9, 0]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",5,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[5, 9, 0]_[0, 4, 7]"
8,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
9,"[2, 5, 9]","[0, 4, 7]","[2, 5, 9]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",2,"[0, 3, 7]","[0, 3, 7]_10_[0, 4, 7]","[2, 5, 9]_[0, 4, 7]"
10,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
11,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
12,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
13,"[0, 4, 7]","[4, 7, 11]","[0, 4, 7]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[4, 7, 11]",0,"[0, 4, 7]","[0, 4, 7]_4_[0, 3, 7]","[0, 4, 7]_[4, 7, 11]"
14,"[4, 7, 11]","[9, 0, 4]","[4, 7, 11]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",4,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[4, 7, 11]_[9, 0, 4]"
15,"[9, 0, 4]","[1, 4, 8]","[9, 0, 4]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[1, 4, 8]",9,"[0, 3, 7]","[0, 3, 7]_4_[0, 3, 7]","[9, 0, 4]_[1, 4, 8]"
16,"[1, 4, 8]","[2, 5, 9]","[1, 4, 8]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",1,"[0, 3, 7]","[0, 3, 7]_1_[0, 3, 7]","[1, 4, 8]_[2, 5, 9]"
17,"[2, 5, 9]","[9, 0, 4]","[2, 5, 9]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",2,"[0, 3, 7]","[0, 3, 7]_7_[0, 3, 7]","[2, 5, 9]_[9, 0, 4]"
18,"[9, 0, 4]","[2, 5, 9]","[9, 0, 4]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",9,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[9, 0, 4]_[2, 5, 9]"
19,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
20,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
21,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
22,"[5, 9, 0]","[0, 4, 7]","[5, 9, 0]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",5,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[5, 9, 0]_[0, 4, 7]"
23,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
24,"[5, 9, 0]","[0, 4, 7]","[5, 9, 0]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",5,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[5, 9, 0]_[0, 4, 7]"
25,"[0, 4, 7]",x,"[0, 4, 7]",schum.wennich,schum,ennich,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_0_[0, 4, 7]","[0, 4, 7]_[0, 4, 7]"
0,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
1,"[7, 11, 2]","[5, 9, 0]","[7, 11, 2]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",7,"[0, 4, 7]","[0, 4, 7]_10_[0, 4, 7]","[7, 11, 2]_[5, 9, 0]"
2,"[5, 9, 0]","[0, 4, 7]","[5, 9, 0]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",5,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[5, 9, 0]_[0, 4, 7]"
3,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
4,"[7, 11, 2]","[9, 0, 4]","[7, 11, 2]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",7,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[7, 11, 2]_[9, 0, 4]"
5,"[9, 0, 4]","[2, 5, 9]","[9, 0, 4]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",9,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[9, 0, 4]_[2, 5, 9]"
6,"[2, 5, 9]","[4, 7, 11]","[2, 5, 9]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[4, 7, 11]",2,"[0, 3, 7]","[0, 3, 7]_2_[0, 3, 7]","[2, 5, 9]_[4, 7, 11]"
7,"[4, 7, 11]","[9, 0, 4]","[4, 7, 11]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",4,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[4, 7, 11]_[9, 0, 4]"
8,"[9, 0, 4]","[2, 5, 9]","[9, 0, 4]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",9,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[9, 0, 4]_[2, 5, 9]"
9,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
10,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
11,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
12,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
13,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
14,"[5, 9, 0]","[2, 5, 9]","[5, 9, 0]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",5,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[5, 9, 0]_[2, 5, 9]"
15,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
16,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
17,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
18,"[7, 11, 2]","[5, 9, 0]","[7, 11, 2]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",7,"[0, 4, 7]","[0, 4, 7]_10_[0, 4, 7]","[7, 11, 2]_[5, 9, 0]"
19,"[5, 9, 0]","[0, 4, 7]","[5, 9, 0]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",5,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[5, 9, 0]_[0, 4, 7]"
20,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
21,"[5, 9, 0]","[0, 4, 7]","[5, 9, 0]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",5,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[5, 9, 0]_[0, 4, 7]"
22,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
23,"[5, 9, 0]","[11, 2, 5]","[5, 9, 0]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",5,"[0, 4, 7]","[0, 4, 7]_6_[0, 3, 6]","[5, 9, 0]_[11, 2, 5]"
24,"[11, 2, 5]","[4, 7, 11]","[11, 2, 5]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[4, 7, 11]",11,"[0, 3, 6]","[0, 3, 6]_5_[0, 3, 7]","[11, 2, 5]_[4, 7, 11]"
25,"[4, 7, 11]","[9, 0, 4]","[4, 7, 11]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",4,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[4, 7, 11]_[9, 0, 4]"
26,"[9, 0, 4]","[2, 5, 9]","[9, 0, 4]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",9,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[9, 0, 4]_[2, 5, 9]"
27,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
28,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
29,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
30,"[5, 9, 0]","[2, 5, 9]","[5, 9, 0]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",5,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[5, 9, 0]_[2, 5, 9]"
31,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
32,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
33,"[0, 4, 7]",x,"[0, 4, 7]",tchaik.morning,tchaik,morning,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_0_[0, 4, 7]","[0, 4, 7]_[0, 4, 7]"
0,"[0, 4, 7]","[0, 1, 2]","[0, 4, 7]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",0,"[0, 4, 7]","[0, 4, 7]_0_[0, 1, 2]","[0, 4, 7]_[0, 1, 2]"
1,"[0, 1, 2]","[7, 11, 2]","[0, 1, 2]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 1, 2]","[0, 1, 2]_7_[0, 4, 7]","[0, 1, 2]_[7, 11, 2]"
2,"[7, 11, 2]","[0, 1, 2]","[7, 11, 2]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 1, 2]","[7, 11, 2]_[0, 1, 2]"
3,"[0, 1, 2]","[7, 11, 2]","[0, 1, 2]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 1, 2]","[0, 1, 2]_7_[0, 4, 7]","[0, 1, 2]_[7, 11, 2]"
4,"[7, 11, 2]","[0, 1, 2]","[7, 11, 2]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 1, 2]","[7, 11, 2]_[0, 1, 2]"
5,"[0, 1, 2]","[7, 11, 2]","[0, 1, 2]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 1, 2]","[0, 1, 2]_7_[0, 4, 7]","[0, 1, 2]_[7, 11, 2]"
6,"[7, 11, 2]","[0, 1, 2]","[7, 11, 2]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 1, 2]","[7, 11, 2]_[0, 1, 2]"
7,"[0, 1, 2]","[7, 11, 2]","[0, 1, 2]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 1, 2]","[0, 1, 2]_7_[0, 4, 7]","[0, 1, 2]_[7, 11, 2]"
8,"[7, 11, 2]","[0, 1, 2]","[7, 11, 2]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 1, 2]","[7, 11, 2]_[0, 1, 2]"
9,"[0, 1, 2]","[7, 11, 2]","[0, 1, 2]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 1, 2]","[0, 1, 2]_7_[0, 4, 7]","[0, 1, 2]_[7, 11, 2]"
10,"[7, 11, 2]","[0, 1, 2]","[7, 11, 2]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 1, 2]","[7, 11, 2]_[0, 1, 2]"
11,"[0, 1, 2]","[7, 11, 2]","[0, 1, 2]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 1, 2]","[0, 1, 2]_7_[0, 4, 7]","[0, 1, 2]_[7, 11, 2]"
12,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
13,"[0, 4, 7]","[9, 0, 4]","[0, 4, 7]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",0,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[0, 4, 7]_[9, 0, 4]"
14,"[9, 0, 4]","[1, 4, 8]","[9, 0, 4]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[1, 4, 8]",9,"[0, 3, 7]","[0, 3, 7]_4_[0, 3, 7]","[9, 0, 4]_[1, 4, 8]"
15,"[1, 4, 8]","[2, 5, 9]","[1, 4, 8]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",1,"[0, 3, 7]","[0, 3, 7]_1_[0, 3, 7]","[1, 4, 8]_[2, 5, 9]"
16,"[2, 5, 9]","[1, 4, 8]","[2, 5, 9]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[1, 4, 8]",2,"[0, 3, 7]","[0, 3, 7]_11_[0, 3, 7]","[2, 5, 9]_[1, 4, 8]"
17,"[1, 4, 8]","[2, 5, 9]","[1, 4, 8]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",1,"[0, 3, 7]","[0, 3, 7]_1_[0, 3, 7]","[1, 4, 8]_[2, 5, 9]"
18,"[2, 5, 9]","[1, 4, 8]","[2, 5, 9]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[1, 4, 8]",2,"[0, 3, 7]","[0, 3, 7]_11_[0, 3, 7]","[2, 5, 9]_[1, 4, 8]"
19,"[1, 4, 8]","[2, 5, 9]","[1, 4, 8]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",1,"[0, 3, 7]","[0, 3, 7]_1_[0, 3, 7]","[1, 4, 8]_[2, 5, 9]"
20,"[2, 5, 9]","[1, 4, 8]","[2, 5, 9]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[1, 4, 8]",2,"[0, 3, 7]","[0, 3, 7]_11_[0, 3, 7]","[2, 5, 9]_[1, 4, 8]"
21,"[1, 4, 8]","[2, 5, 9]","[1, 4, 8]",tchaik.nurse,tchaik,k.nurse,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",1,"[0, 3, 7]","[0, 3, 7]_1_[0, 3, 7]","[1, 4, 8]_[2, 5, 9]"
